id,type,text1,text2,text3,text4,text5,notes
uaf_favonius_planet,CUSTOM,"Following their arrival in the Persean Sector, Favonius was one of the first planets the United Auroran Federation stumbled upon, and the first colony to be set up. An extreme stroke of luck, as the planet was almost a perfect paradise. The near permanent summer and the tropical weather made a relaxing environment for anyone after a long voyage. However, as a water planet, there was not a lot of buildable land as virtually all of it were islands of varying sizes., and the water got significantly deeper the further from shore you went, meaning that underwater facilities were out of the question. Thankfully, the nearby system had a habitable planet with much larger land masses as well, which would become New Aurora. With the need to establish a permanent base for the fleet out of the way, the Federation decided that they could use Favonius as a recreational facility for their tired troops, and potentially make money off of any visitiors.",,,,,
uaf_favonius_station,CUSTOM,"A station for directly managing the Favonius, also a place to park spaceships while visiting the world. Direct access to Favonius bypassing this station is illegal.",,,,,
uaf_ayama_gas,CUSTOM,"Primarily composed of hydrogen and helium gases. The temperature and pressure at the core are extreme, but not enough to sustain the deuterium fusion that would turn the planet into a brown dwarf star. This particular giant has several compounds used in the production of drugs. This was found out completely by accident when a pirate freighter flew a little too close to the atmosphere after skirmishes with Auroran authorities severely damaged its engines. The byproduct of the biological matter mixing with the composition of the gas is what produced the requisite materials for drug synthesis. A single person is hardly enough to produce anything, so the pirates usually capture a large number of prisoners. Roughly around 10,000 are sacrificed in mass rituals to permeate the atmosphere with drugs.",,,,,
uaf_favonius_tourist_war_memorial,CUSTOM,"Favonius, being the heart of UAF civilian industry and an almost perfect habitable planet, was envied by all factions. As a result, all major players in the Sector had a vested interest in acquiring it for their faction. However, clashes between “diplomats” and “envoys” eventually spiraled out of control, and Favonian space was swallowed in turmoil as fleets battled it out for seats at the negotiation table with the UAF. Collateral damage to the planet finally caused the UAF to step in and cease all diplomatic communications with outsiders, and the relatively lightly armed cruise ship fleets were scattered by the Federation navy. While the space above has long since been cleared, the debris from what is now called the Tourism War can still be found in the oceans of Favonius. The names etched into the memorial here belong to the people who helped clean up and rebuild in the aftermath.",,,,,
,,,,,,,
uaf_keycard_section_BUNDLE,CUSTOM,"The Keycard Exchange Management now offers special bundles at a special exchange rate. Each bundle is tailored for various starfarers’ needs in exploring the Sector, from obtaining miscellaneous supplies to procuring new ships with only a single exchange.",,,,,
uaf_keycard_section_OFFICER,CUSTOM,"Favonius is home to many Auroran reserve officers and independent contractors, some are open to joining promising starfarers in their adventures. Adhering to the exchange rate and contracts as outlined by the Auroran Administrative Bureau are all it takes to recruit new officers within one’s ranks. Auroran’s own Neuko AI Cores are also available for exchange as part of the officer exchange programme. ",,,,,
uaf_keycard_section_SHIP,CUSTOM,The Auroran Naval Research Bureau has since released some of its prototype and unique designs for limited field testing and combat operations. Limited procurement of these unique ships are open for friendly starfarers who wish to obtain the latest capabilities or interested in ships normally unavailable in the regular markets.,,,,,
uaf_keycard_section_WEAPON,CUSTOM,Unique demands and the constant need to catch up in the Sector’s arms race sees the Auroran Naval Research Bureau constantly develop new armaments and improve on existing ones to better equip the fleets in dealing with future threats. Some of the prototype and specialist designs find their ways into the Exchange List for field testing or use with other prototype ships.,,,,,
uaf_keycard_section_COLONY,CUSTOM,"Colony development is always an expensive endeavour for independent starfarers, hence the Auroran Administrative Bureau has generously approved economic assistance plans in the form of special colony items. Various independently developed colony items that drove Auroran’s economy and administration are available for exchange and provide similar benefits to colony administration and economy to that of Domain’s colony artefacts. ",,,,,
uaf_keycard_section_MISC,CUSTOM,The Keycard Exchange Management offers supplies and other miscellaneous items for exchange as well. The most notable exchanges for trusted starfarers however are the blueprint access for various Auroran vessels and munitions for planetary operations. ,,,,,
uaf_keycard_section_WELCOME,CUSTOM,The Favonius Economic Trade Zone Management welcomes you. Enjoy your stay and feel free to browse our wares!,,,,,
uaf_keycard_section_FIGHTER,CUSTOM,"The Federation Navy is rather famous for its multiple ace fighter programmes, with the Auroran Naval Research Bureau continuously upgrading existing strikecraft designs with experimental features and, if funding allowed, designing entirely new strikecrafts. Due to popular requests, the ANRB decided to release certain experimental strikecrafts into the Exchange List.",,,,,
uaf_keycard_section_SURVEY,CUSTOM,"The Federation values survey data greatly as part of its strategic needs for safe navigation, information gathering, resource gathering and supporting materials for friendly private ventures. The Keycard Exchange Management accepts the widely used data as organised in the traditional Domain Colonial Ministry’s guideline in exchange for Confectionary Coins. ",,,,,
