id,trigger,conditions,script,text,options,notes
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionACont,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptACont,,"You call out to her.

""Boss!"" She jumps down from the cockpit, landing toward you. ""Isn’t she a beauty?"" She gestures to the fighter, clearly mesmerized. ""She's one of the fastest babies in the fleet, with the fireworks to match."" She can't stop gushing about its turning speed, armaments, security features, and more besides. After a few minutes of this, she catches herself. She tucks a strand behind her ear, clearly embarrassed. 

""So what brings you here, $playerName?""","0:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptA:""I wanted to check in on one of my pilots.""
1:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptB:""I just wanted to see how you were holding up.""
2:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptC:""I just wanted to check in on a good officer.""",
# Opt A - A (Yimie Recruit if picked),,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptA,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptA,"$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionAClicked = true
AdjustRepPerson uaf_yimie COOPERATIVE 1
$global.UAFTiltedDaggerPartThree_YimieRecruitRequirementPassed = true","Yimie becomes a shade of scarlet. ""Who's your pilot!?"" Realizing her overreaction, she coughs. ""Captain, I think it would be best if we did not give each other premature ideas of the future."" 

She looks around, making sure no one is looking before placing a soft peck on your cheek. A bashful smile is etched on her face. ""Wouldn’t want to give anyone false hopes now, would we?""",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptAEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptAEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptAEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
# Opt A - B (Yimie Recruit if picked),,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptB,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptB,"$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionAClicked = true
AdjustRepPerson uaf_yimie COOPERATIVE 1
$global.UAFTiltedDaggerPartThree_YimieRecruitRequirementPassed = true","Yimie looks away, tugging at her. ""Ahem, well, as you can see I’m fine."" Her bashful face is red, her blue eyes unable to meet yours.

""Clearly."" You say.

""Just because you saved my ass, doesn’t mean you get the privilege of poking fun at me."" She says poking at your chest. By the time you register the kiss on your cheek, it’s already over. ""Consider that a thank you. Asshole.""",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptBEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptBEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptBEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
"# Opt A - C (Great, another fucking branching wow fuck you)",,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptC,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptC,,"""Thanks for checking how I was doing. Honestly… It’s been a lot, but I’m hanging in there."" She gives you a resolute smile, before her expression suddenly dampens. ""I just didn’t want them to hurt anyone else… Like they did me. Do you think she was worth it?"" She looks to you for an answer.","UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCCont:""I do.""",
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptCCont,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCCont,,"You take a moment. ""They’re not worth a single hair on any of us. One Mizuki could help take down a thousand of those Pathers. So can I. So can you."" Yimie nods in understanding. ""If, and I mean big ‘IF’, I get my wings back, would you mind if I tagged along?""","0:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptA:""Sure.""
1:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptB:""No can do.""",
# Opt A - C - A (Yimie Recruit if picked),,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptCOptA,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptA,"$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionAClicked = true
AdjustRepPerson uaf_yimie COOPERATIVE 2
$global.UAFTiltedDaggerPartThree_YimieRecruitRequirementPassed = true","""Then I'll let you know when I'm sorted."" Yimie beams with joy.",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptAEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptCOptAEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptAEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
# Opt A - C - B,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptCOptB,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptB,$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionAClicked = true,"""I see..."" Yimie says nothing further and goes back to her work.",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptBEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionAOptCOptBEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptAOptCOptBEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
,,,,,,
# Opt B - Visit Mizuki,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBFire,UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions,,,,UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptB:Visit Mizuki,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBFireDisableIfNeeded,UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded,$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionBClicked,"SetTooltip UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptB ""You already visited her.""
SetEnabled UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptB false",,,
# Opt B,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionB,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptB,ShowPersonVisual true uaf_mizuki,"Mizuki opens her eyes when she hears you come in. ""Captain $playerName, we really ought to stop meeting like this. Seems I have you to thank for saving my life once again.""","0:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptA:Nod
1:UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptB:Refuse to get involved with Mizuki",
# Opt B - A (Mizuki Recruit if picked),,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBOptA,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptA,$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionBClicked = true,"""Seems so,"" Curious, you ask half-jokingly, ""So what reward do I get?"" Running a fleet can’t be done on charity alone. You know this better than anyone.",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptACont:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBOptACont,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptACont,"$global.UAFTiltedDaggerPartThree_MizukiRecruitRequirementPassed = true
AdjustRepPerson uaf_mizuki COOPERATIVE 1","Mizuki scoffs in response.

""Well, aren’t you the avaricious one?"" For a brief moment you think you see her smile. ""Surely we can discuss compensation when I get out of this damned bed, no?""",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptAEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBOptAEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptAEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
# Opt B - B,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBOptB,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptB,$player.UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptionBClicked = true,"""No can do."" You assure her you will not hold saving her life over her.

""Hmph. Well, aren’t you the selfless hero? If that’s your response, then I shall consider the matter closed.""",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptBEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionBOptBEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptBOptBEnd,"ShowImageVisual free_orbit
FireAll UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionADisableIfNeeded
FireBest UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptionBDisableIfNeeded",,,
,,,,,,
# Opt C - Wrap up and fuck off from Lanun,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionCFire,UAFTiltedDaggerPartThree_LanunRaidCommencedMainConclusionSuccessOptions,,,,UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptC:Wrap things up,
# Opt C,,,,,,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionC,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptC,"$global.UAFTiltedDaggerPartThree_ReturnToNur = true
Call $global.UAFTiltedDaggerMissionPartThree updateStage
$global.UAFTiltedDaggerPartThree_LanunPostOperation = true
$global.UAFTiltedDaggerPartThree_GoodConclusion = true","Leaving Lanun goes smoothly. With the site fully processed, you order your crew to head back to Nur, while simultaneously preparing to contact them with your initial report.",UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptCEnd:Continue,
UAFTiltedDaggerPartThreeLanunRaidCommencedMainSuccessOptionCEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartThree_LanunRaidCompleteMainConclusionSuccessOptCEnd,"ShowDefaultVisual
DismissDialog",,,
,,,,,,
#Back to Nur,,,,,,
#Main Good Conclusion,,,,,,
UAFBarTiltedDaggerPartThreeInitializeReportBackToNurInitializeGood,MarketPostDock,"$market.id == uaf_nur_station_market score:1000
$global.UAFTiltedDaggerPartThree_ReturnToNur
!$global.UAFTiltedDaggerMissionPartThree_Completed
$global.UAFTiltedDaggerPartThree_GoodConclusion
!$global.UAFTiltedDaggerPartThree_BadConclusion
!$global.UAFTiltedDaggerPartThree_FailureConclusion","ShowPersonVisual true uaf_omiko
FireAll UAFTiltedDaggerPartThreeReportBackToNurOptions","After making contact with your superiors, they respond with commendations and accolades for you and the two central officers in this incident. Though a remnant of the Pather cell responsible remains at large, you prevented the technical data and the prototypes from falling into their hands.",,
,,,,,,
UAFTiltedDaggerPartThreeInitializeReportBackToNurInitializeOption,UAFTiltedDaggerPartThreeReportBackToNurOptions,,,,UAFBarTiltedDaggerPartThree_ReportBackToNurCont:Continue,
UAFTiltedDaggerPartThreeInitializeReportBackToNurGoodConclusion,DialogOptionSelected,$option == UAFBarTiltedDaggerPartThree_ReportBackToNurCont,"$global.UAFTiltedDaggerMissionPartThree_Completed = true
Call $global.UAFTiltedDaggerMissionPartThree updateStage","During what the top brass is calling the Resolution Incident, you helped clear Yimie Thompson's name with Mizuki. Both officers are now undergoing reassignment.

As for rewarding your part in this matter, UAF High Command struggled with considering how to address your choice not to turn in a person-of-interest during an ongoing investigation, as well as for obtaining confidential military secrets. A generous sum of hush money in the form of ""material reimbursement"" is transferred to you in exchange for your silence.",UAFBarTiltedDaggerPartThree_ReportBackToNurCont1:Continue,
UAFTiltedDaggerPartThreeInitializeReportBackToNurGoodConclusionCont,DialogOptionSelected,$option == UAFBarTiltedDaggerPartThree_ReportBackToNurCont1,"UAFTiltedDaggerv2 RewardHyperaria
ShowImageVisual hyperaria_hangar
FireAll UAFTiltedDaggerPartThree_GoodConclusionFinaleOption","""As for the Hyper Aria prototypes, we can't exactly put spilled milk back into a broken glass. So as part of the compensation package, you will be allowed to retain the prototypes you secured, though its maintenance will also be solely your responsibility."" Said Omiko, Alexandra's liaison officer. ""Just remember to send us back the flight data and be discreet about its specifications. This concludes our business, captain.""",,
,,,,,,
UAFTiltedDaggerPartThreeGoodConclusionFinaleOption,UAFTiltedDaggerPartThree_GoodConclusionFinaleOption,,,,UAFBarTiltedDaggerPartThree_ReportBackToNurRecruitScene:Continue,
UAFTiltedDaggerPartThreeInitializeReportBackToNurGoodConclusionRecruitYimie,DialogOptionSelected,"$option == UAFBarTiltedDaggerPartThree_ReportBackToNurRecruitScene
$global.UAFTiltedDaggerPartThree_YimieRecruitRequirementPassed
!$global.UAFTiltedDaggerPartThree_MizukiRecruitRequirementPassed","ShowPersonVisual true uaf_yimie
UAFAddOfficer uaf_yimie
AddTextSmall ""You successfully recruited Yimie to join your crew."" good
UAFTiltedDaggerPartThreeCMD addKeycardPoints
AddCredits 30000
AdjustRepPerson uaf_alexandra COOPERATIVE 15
AdjustRepPerson uaf_niaauroria COOPERATIVE 5
AdjustRepPerson uaf_capt_solvernia COOPERATIVE 5
AdjustRepPerson uaf_queen COOPERATIVE 5
FireBest UAFTiltedDaggerShowYimieSkillDisableIfNeeded","The transmission ends just as the door to your command bridge opens with a hiss.

""Heard one of your fancy new planes needs a crackshot pilot!""","0:UAFBarTiltedDaggerPartThree_AskYimieSkill:Ask about Yimie's mission history and combat education
1:defaultLeave:Leave",
UAFTiltedDaggerPartThreeInitializeReportBackToNurGoodConclusionRecruitMizuki,DialogOptionSelected,"$option == UAFBarTiltedDaggerPartThree_ReportBackToNurRecruitScene
!$global.UAFTiltedDaggerPartThree_YimieRecruitRequirementPassed
$global.UAFTiltedDaggerPartThree_MizukiRecruitRequirementPassed","ShowPersonVisual true uaf_mizuki
UAFAddOfficer uaf_mizuki
AddTextSmall ""You successfully recruited Mizuki to join your crew."" good
UAFTiltedDaggerPartThreeCMD addKeycardPoints
AddCredits 30000
AdjustRepPerson uaf_alexandra COOPERATIVE 15
AdjustRepPerson uaf_niaauroria COOPERATIVE 5
AdjustRepPerson uaf_capt_solvernia COOPERATIVE 5
AdjustRepPerson uaf_queen COOPERATIVE 5
FireBest UAFTiltedDaggerShowMizukiSkillDisableIfNeeded","The transmission ends just as the door to your command bridge opens with a hiss.

""Try not to get me killed, starfarer.""","0:UAFBarTiltedDaggerPartThree_AskMizukiSkill:Ask about Mizuki's mission history and combat education
1:defaultLeave:Leave",
